label,humanLabel,text,score
NEUTRAL,0,初耳学見ながら聴いてる,0.9292
POSITIVE,1,この曲めっちゃ好き,0.992
NEUTRAL,0,テレビ見てこれ見にきた人俺だけじゃないはず,0.6915
POSITIVE,1,今年は歴史に残る一年でしたねアイドル夜遊び大谷のホームラン王メジャー世界が認める日本人嬉しく誇りに思います,0.9898
POSITIVE,1,ネットミーム含めて伝説になったな,0.6672
NEUTRAL,0,この曲聴いてから作品見るとアイドルとして成功したから良いものの一般人なら完全無欠の無害なサイコパスなんだろうなって思う🤔,0.8
POSITIVE,0,この歌好きな人いる❤,0.8659
NEGATIVE,0,アニメみてから再び聴くと意味違く聞こえる,0.9103
POSITIVE,0,やばいコメントがライン見たくなってるw,0.7328
NEGATIVE,0,すごい悲しくなったらいいです🎉❤,0.9806
POSITIVE,1,この曲凄い人気だよなw,0.9488
POSITIVE,0,さぁあと352万だ,0.4938
NEUTRAL,0,分からなかったのにあっといゆまにわかったよ😊,0.6626
NEUTRAL,0,日曜日の初耳学,0.937
POSITIVE,1,何回でも聞ける❤,0.8438
NEUTRAL,0,2023でも見てる人いる,0.8759
NEUTRAL,0,多分ネタバレ注意ド素人による考察&もう既に言ってる人いたらごめん……今ふと思ったんだけど通常のアイちゃんと黒い服着たアイちゃん二人いるじゃんその内の黒いアイちゃんの目の色がルビーと同じ紅色なんだけどもしかしてこれって今ルビー達が製作してるアイちゃんのドキュメンタリーでルビーがアイちゃんの役やってる事が関係してるんじゃ……って思って1人で興奮してるもしそうだとしたらアイちゃんの心の闇を16年ごしにルビーが世間にあらわにしてるってことなのかな(),0.7775
NEGATIVE,0,人生が嘘で積むキャリアだわ😅😅,0.6895
NEGATIVE,0,YOASOBIの初耳学を観てる2時間はアクセス数減るね,0.9248
POSITIVE,1,同じ化け物曲の怪物や夜に掛けるの再生数を半年も立たずして超えてしまう日本を代表する化け物曲ことアイドルこれからどれ程伸びていくんだ楽しみですね✨,0.9617
POSITIVE,1,Spotifyではよく聴いてたけど久しぶりにYouTubeで聴きに来たらとんでもない再生回数になってるw,0.8122
NEUTRAL,1,ずっときいてられる❤❤,0.4975
POSITIVE,1,これはちょっと好きになれないなと思っていたがじわじわいい感じになってきた笑,0.9911
POSITIVE,0,4位だと⁈…この世の終わりだ‼︎,0.4786
POSITIVE,0,この曲ダンスのイベントで踊る💃🕺,0.7336
NEGATIVE,1,YOASOBIのタイアップ曲とかかなり頭に残る残るなんてレベルじゃないこびりつく感じ,0.532
POSITIVE,1,今後も輝き続けるんだろうな,0.9023
POSITIVE,1,こんなに原作に沿った曲を作れるなんてYOASOBIの才能がズバ抜けて良すぎる…,0.9824
POSITIVE,1,アイドル好きカラオケでも行ったら絶対歌う,0.9841
POSITIVE,1,アイ推し可愛い,0.9841
POSITIVE,1,Ayaseさんがほんのりオタクでよかったと思えた一曲,0.9692
POSITIVE,1,動画投稿から5ヶ月しか経ってないのに3億回再生数という異常な数値をだしてるYOASOBIが最強で無敵の歌手,0.7163
POSITIVE,1,アニソンランキング令和1位おめでとうございます,0.9784
NEUTRAL,1,この曲最後の転調の追い込みがヤバイアドレナリンが出て脳のシナプスがざわめきだすんだわ,0.5416
POSITIVE,1,鬼滅の刃くらい訳の分からん流行り方したよな原作もすごくいいんだけど万人受けではない作品なのに音楽の力はすごいなぁ,0.9071
NEUTRAL,1,アニソンを代表する曲✨,0.5398
NEUTRAL,0,9時から初耳学‼️YOASOBIのアイドル特集‼️見逃しちゃダメ‼️,0.5927
POSITIVE,0,初耳学録画したこれで何百何千回も観られる😅,0.8655
NEGATIVE,-1,"荒らすのはメディアじゃなくて""メディアに踏み荒らされた被害者遺族の心""だろうが人でなしの好むアニメの歌ごときがイキがってんじゃねえよフーリガンが何やったのか教えてやろうか正当な批判をしたとある事件の被害者遺族に対して誹謗中傷罵詈雑言を浴びせやがったんだよ",0.9813
NEUTRAL,0,まさに令和の神曲リズム感最高なのにアニメのストーリーを思い出すと泣けてくるアクアかなルビーかなアイの手を取るとこ毎回胸をギュッと掴まれちゃう(泣,0.5982
POSITIVE,0,紅白は決定かな❤️❤️,0.6124
POSITIVE,0,この名曲10年後には10年前って表示されるのか今のうちに◯ヶ月前の表示のうちにたくさん聴いておこうスクショで残しておこう,0.5673
POSITIVE,0,2歳の娘が一生懸命歌ってます^ ^,0.7963
POSITIVE,0,高校のときいつか絶対手に入れたいものの全てが20歳ちょうどのときにすでに手に入ってた,0.5475
POSITIVE,1,いつまでもアニソンの中で一位であって欲しい曲,0.9285
POSITIVE,1,yoasobiさいこー😊,0.7105
NEGATIVE,1,令和のアニソンランキング一位おめでとうございますてかがっつり一話ショッキングなネタバレ映像流れてたのはどーなんですかね,0.7395
POSITIVE,1,定期的に聴きたくなる中毒性がある曲アニソンランキングの番組で令和部門の1位になるのが納得すぎる,0.9135
NEUTRAL,0,ここのコメント欄に爪痕を残しておこう,0.554
POSITIVE,0,あんまりいいお母さんじゃなかったって自分では言ってたけど誰よりもアクアとルビーのことを愛して2人のために尽くしてきた本当にいいお母さん,0.9851
POSITIVE,1,アイドルのLive映像が公開されるまでめっちゃアニソンだど勘違いしてて聞いてなかったけど今はどハマりしてますすいませんでした😭,0.9634
POSITIVE,1,5ヶ月たって人気急上昇ミュージック4位ww,0.9367
POSITIVE,1,推しの子!!,0.8367
NEUTRAL,0,やっと人気ランキング1位降りたと思ったら次は4位で止まるんかよ,0.7747
NEUTRAL,0,これ日プ女子の探索戦でモモナココロがやるの反則笑,0.8587
POSITIVE,0,半年後には5億再生ぐらいいってそう,0.5513
POSITIVE,0,アイ僕たちのアクアとルビーは大きくなったかい,0.6457
POSITIVE,1,完璧じゃない君じゃ許せない自分を許せないだれよりも強い君以外は認めないって歌詞めっちゃ共感できるわ私が知ってる中での曲だとTOP3に入るくらい好きな歌詞,0.9625
POSITIVE,1,某番組の令和のアニソンランキングで紅蓮華を抑え堂1位おめでとうございます!,0.9862
POSITIVE,1,この曲聞くとノリノリになっちゃうのよwww,0.9209
POSITIVE,1,YOASOBIのアイドルの歌が大好き❤,0.9856
NEUTRAL,0,昨日のアニソンランキングから来た人おれ以外にいる?,0.8944
POSITIVE,1,この曲にハマりすぎて覚えてから勇者も聴いてるけど難しいリズムが独特で何回か聴いたくらいだと無理そしてほかの方がコメントしてるように中毒性がある私は曲を聴いて漫画原作を読むという流れだったけどあれあれこれは…という気づきが多すぎてあっとなった時に涙がぶわっと溢れたこんな曲初めて凄い,0.9673
POSITIVE,1,令和アニソンランキング1位おめでとうございます,0.9763
NEUTRAL,1,アニソンランキングの次は初耳学かものまねグランプリでもアイドル流れたっぽいし2日続けてアニソン流れるの珍しいのでは,0.8142
POSITIVE,1,人気4位になってもアニソンランキング1位だし1日90万回再生されてるし本当に凄いと思う,0.9805
NEGATIVE,-1,ロリ神レクイエムに抜かれて2位差をつけられてどんな気持ち,0.9722
NEUTRAL,0,"1200現在の再生数アイネクライネ338,958,367アイドル336,017,640あと200万再生位だね向こうも再生数は上がると思うから300万再生位か",0.6575
POSITIVE,1,曲聴いてからアニメみたんだけどめちゃくちゃ良くて泣いた…のが5ヶ月前の話早いな何回聴いても飽きない神曲,0.9861
POSITIVE,1,この歌は臨場感が凄すぎて何回でも聴きたくなる素晴らしい曲です,0.989
POSITIVE,0,ちゃんと物語にあってる,0.7781
POSITIVE,1,アニソン令和1位おめでとう🎊🎉,0.9831
NEUTRAL,0,めちゃ泣ける,0.7315
NEUTRAL,0,4位…,0.5142
POSITIVE,0,さぁあと404万だ,0.4585
POSITIVE,0,MV4位になってしまったかまぁ再生数が安定してるからまだまだ無問題だ!,0.8294
NEGATIVE,0,愛1羽で死んじゃって悲しい😢😭,0.9913
NEUTRAL,1,まだ5ヶ月しか経ってない3億超すごすぎる👏🏻·͜·👏🏻·͜·👏🏻·͜·,0.5179
NEUTRAL,0,アニソンランキングから,0.9573
POSITIVE,0,週間ベスト100で粛聖ロリ神レクエイム☆が2位に来たか勇者も健闘したがあの勢いには勝てなかったか世界でバズッたら強いねテラー・スイフトの上にランクしていたから,0.675
POSITIVE,1,会い大好き💕,0.988
NEUTRAL,0,2023年でもまだ見てる人()↓↓↓,0.8391
POSITIVE,1,歌って検索したらこの歌出てくるの最高😃⤴️⤴️,0.9865
NEUTRAL,0,2023年も見てる人いる,0.8988
POSITIVE,1,YOASOBIの進化は止まらない最高だ,0.9782
NEGATIVE,1,やばい毎日聞いてるんだけど,0.9015
NEGATIVE,-1,さすがに勢いが落ちたな,0.8999
POSITIVE,0,再生数で1位なって欲しい,0.9097
POSITIVE,0,再生数で1位なって欲しい,0.9097
NEUTRAL,0,日,0.8441
POSITIVE,1,令和のアニソンランキング1位おめでとうございます1位が発表されたとききたーっておもわず叫びました,0.9604
POSITIVE,1,人気順位キープしてんのすごすぎる,0.4761
NEGATIVE,0,夜に駆けるが年齢制限で見れないんだけど,0.6721
NEUTRAL,0,いつのまにか3億いってる・・・,0.8526
NEUTRAL,1,耳に残る音程😮,0.5542
POSITIVE,1,1話再放送から帰ってきましたやっぱり良過ぎるアニソンランキング1位もおめでとうございます👏,0.993
POSITIVE,1,やっぱりなわかってたけどいざ1位発表されると嬉しいね,0.9901
NEUTRAL,1,yoasbiも飛んでも無い物を作ってしまった物だ今後も頼むゼヨ,0.561
NEUTRAL,0,給食で流れたとき叫びそうになった,0.5692
POSITIVE,1,アニソンランキング1位おめでとうございます,0.9811
POSITIVE,1,いやちょっとマジでハマる平成の音楽もいいけど令和もいいよびっくりしたすげや,0.9847
NEUTRAL,0,カントクから来ました,0.9339
POSITIVE,0,0:40 starts my favorite part!夜遊び,0.8621
NEGATIVE,-1,小説を歌にをコンセプトから押しの子のアニメをコンセプトでアイドルが世界的ヒットからアニメ本編を観たけれど絵柄がま騙しだからなのかもだけど主人公の星野アイの性格はクソなうえっ亡る様に亡った自業自得な捨吐ー裏ーで原作者の世界観が二痛の意味で生理敵にキミガワルイだけだったなぁ👨💫(￣▽￣;),0.9679
POSITIVE,0,本日の再生数は1032143回です先週の今日が1109080回なので先週比は93.1%です今日も100万🎉あともう一回くらい100万超えみたいなぁ本日放送された1万人が選ぶアニソンランキングでは当然の如く1位でしたね😂,0.9633
POSITIVE,1,ついに人気MVトップ100の1位の座から降りたか…それでも3位にいるんだからバケモンだわ()あとアニソンランキング一位おめでとう🎉,0.9475
NEUTRAL,0,2025年も見てる人🙋,0.8508
POSITIVE,0,アドといい勝負,0.9742
POSITIVE,1,アニソンランキング1位おめでとうございます,0.9811
NEUTRAL,0,真ゲッターレッツゴー!陰陽師トリコのせいだよなぁ,0.8417
POSITIVE,1,やっぱりこの曲いつ聴いても飽きないわぁー,0.9181
NEGATIVE,1,本日の勇者の再生数上回っているんだが新曲を上回るってどんな曲だよ……,0.8911
POSITIVE,1,アイドルはまだまだ現役だぞ,0.652
POSITIVE,1,天才的なYOASOBI様♪,0.784
POSITIVE,1,令和アニソンランキング1位おめでとうございます確かにこれは深い…,0.9743
POSITIVE,1,紅白出演おめでとう🎉,0.9839
NEUTRAL,0,自分の口歌ってみた,0.8431
POSITIVE,1,令和アニソンランキング1位ですおめでとうございます🎉(2023.10.7),0.9744
POSITIVE,1,はい推しの子が大好きです,0.9754
NEUTRAL,1,ほんと変態的なスキルw,0.7633
POSITIVE,0,さっき帰宅したんだがテレビでアニソンランキングでもやってたぽいな,0.7189
POSITIVE,1,アニソンランキング1位おめでとうこれは嘘じゃないです,0.9809
POSITIVE,1,令和のアニソンランキング一位おめでとうございます原作・アニメは見てないけどこの曲のことは好きな歌い手さんの歌ってみたで知り好きになりました♡,0.9919
NEGATIVE,1,令和1位✨️流石としか言えない🎉,0.6245
POSITIVE,1,アニソンランキング令和部門1位&外国人の好きなアニソン3位おめでとうございます🎉✨✨,0.9823
