,label,humanLabel,text,score
780,POSITIVE,1,この 曲 凄い 人気 だ よ な w ,0.9488
781,POSITIVE,0,さぁあ と 352万 だ ,0.4938
782,NEUTRAL,0,分から なかった の にあっと い ゆま に わかった よ 😊 ,0.6626
783,NEUTRAL,0,日曜日 の 初耳 学 ,0.937
784,POSITIVE,1,何 回 でも 聞ける ❤ ,0.8438
785,NEUTRAL,0,2023 でも 見て る 人 いる ,0.8759
786,NEUTRAL,0,多分 ネタバレ 注意 ド 素人 に よる 考察 & もう 既に 言って る 人 いたら ごめん …… 今 ふと 思った んだ けど 通常 の アイ ちゃん と 黒い 服 着た アイちゃん 二 人 いる じゃ ん その内 の 黒い アイちゃん の 目 の 色 が ルビー と 同じ 紅色 な んだ けども しか して これ って 今 ルビー 達 が 製作 して る アイちゃん の ドキュメンタリー で ルビー が アイちゃん の 役 やって る 事 が 関係 して る んじゃ …… って 思って 1 人 で 興奮 して る も し そうだ と したら アイちゃん の 心 の 闇 を 16 年 ごし に ルビー が 世間 に あらわに して る って こと な の かな ( ) ,0.7775
787,NEGATIVE,0,人生 が 嘘 で 積む キャリア だ わ 😅😅 ,0.6895
788,NEGATIVE,0,YOASOBI の 初耳 学 を 観て る 2 時間 は アクセス 数 減る ね ,0.9248
789,POSITIVE,1,同じ 化け物 曲 の 怪物 や 夜 に 掛ける の 再生 数 を 半年 も 立た ず して 超えて しまう 日本 を 代表 する 化け物 曲 こと アイドル これ から どれ 程 伸びて いく んだ 楽しみです ね ✨ ,0.9617
790,POSITIVE,1,Spotify で は よく 聴いて た けど 久しぶり に YouTube で 聴き に 来たら とんでもない 再生 回数 に なって る w ,0.8122
791,NEUTRAL,1,ずっと きいて られる ❤ ❤ ,0.4975
792,POSITIVE,1,これ は ちょっと 好きに なれ ない な と 思って いた が じわじわ いい 感じ に なって きた 笑 ,0.9911
793,POSITIVE,0,4 位 だ と ⁈ … この世 の 終わり だ ‼ ︎ ,0.4786
794,POSITIVE,0,この 曲 ダンス の イベント で 踊る 💃🕺 ,0.7336
795,NEGATIVE,1,YOASOBI の タイアップ 曲 と か かなり 頭 に 残る 残る なんて レベル じゃ ない こびりつく 感じ ,0.532
796,POSITIVE,1,今後 も 輝き 続ける んだろう な ,0.9023
797,POSITIVE,1,こんなに 原作 に 沿った 曲 を 作れる なんて YOASOBI の 才能 が ズバ 抜けて 良 すぎる … ,0.9824
798,POSITIVE,1,アイドル 好き カラオケ でも 行ったら 絶対 歌う ,0.9841
799,POSITIVE,1,アイ 推し 可愛い ,0.9841
800,POSITIVE,1,Ayase さん が ほんのり オタク で よかった と 思えた 一 曲 ,0.9692
801,POSITIVE,1,動画 投稿 から 5 ヶ月 しか 経って ない のに 3億 回 再生 数 と いう 異常な 数値 を だして る YOASOBI が 最強で 無敵の 歌手 ,0.7163
802,POSITIVE,1,アニソン ランキング 令和 1 位 おめでとう ございます ,0.9784
803,NEUTRAL,1,この 曲 最後の 転 調 の 追い 込み が ヤバイ アドレナリン が 出て 脳 の シナプス が ざわめき だす んだ わ ,0.5416
804,POSITIVE,1,鬼滅の刃 くらい 訳 の 分から ん 流行り 方 した よ な 原作 も すごく いい んだ けど 万 人 受け で は ない 作品 な のに 音楽 の 力 は すごい なぁ ,0.9071
805,NEUTRAL,1,アニソン を 代表 する 曲 ✨ ,0.5398
806,NEUTRAL,0,9 時 から 初耳 学 ‼ ️ YOASOBI の アイドル 特集 ‼ ️ 見逃 しちゃ ダメ ‼ ️ ,0.5927
807,POSITIVE,0,初耳 学 録画 した これ で 何百何千 回 も 観 られる 😅 ,0.8655
808,NEGATIVE,-1,"荒らす の は メディア じゃ なくて "" メディア に 踏み荒らさ れた 被害 者 遺族 の 心 "" だろう が 人でなし の 好む アニメ の 歌 ごとき が イキ がって んじゃ ねえ よ フーリガン が 何 やった の か 教えて やろう か 正当な 批判 を した と ある 事件 の 被害 者 遺族 に 対して 誹謗 中傷 罵詈雑言 を 浴びせ やがった んだ よ ",0.9813
809,NEUTRAL,0,まさに 令和 の 神曲 リズム 感 最高な のに アニメ の ストーリー を 思い出す と 泣けて くる アクア かな ルビー かな アイ の 手 を 取る とこ 毎回 胸 を ギュッと 掴まれ ちゃう ( 泣 ,0.5982
810,POSITIVE,0,紅白 は 決定 かな ❤ ️ ❤ ️ ,0.6124
811,POSITIVE,0,この 名曲 10 年 後 に は 10 年 前 って 表示 さ れる の か 今 の うち に ◯ ヶ月 前 の 表示 の うち に たくさん 聴いて おこう スクショ で 残して おこう ,0.5673
812,POSITIVE,0,2 歳 の 娘 が 一生懸命 歌って ます ^ ^ ,0.7963
813,POSITIVE,0,高校 の とき いつか 絶対 手 に 入れ たい もの の 全て が 20 歳 ちょうど の とき に すでに 手 に 入って た ,0.5475
814,POSITIVE,1,いつまでも アニソン の 中 で 一 位 であって 欲しい 曲 ,0.9285
815,POSITIVE,1,yoasobi さいこー 😊 ,0.7105
816,NEGATIVE,1,令和 の アニソン ランキング 一 位 おめでとう ございます て か がっつり 一 話 ショッキングな ネタバレ 映像 流れて た の は どー な んです か ね ,0.7395
817,POSITIVE,1,定期 的に 聴き たく なる 中毒 性 が ある 曲 アニソン ランキング の 番組 で 令和 部門 の 1 位 に なる の が 納得 すぎる ,0.9135
818,NEUTRAL,0,ここ の コメント 欄 に 爪痕 を 残して おこう ,0.554
819,POSITIVE,0,あんまり いい お 母さん じゃ なかった って 自分 で は 言って た けど 誰 より も アクア と ルビー の こと を 愛して 2 人 の ため に 尽くして きた 本当に いい お 母さん ,0.9851
820,POSITIVE,1,アイドル の Live 映像 が 公開 さ れる まで めっちゃ アニソン だ ど 勘違い して て 聞いて なかった けど 今 は ど ハマり して ます すいません で した 😭 ,0.9634
821,POSITIVE,1,5 ヶ月 たって 人気 急 上昇 ミュージック 4 位 ww ,0.9367
822,POSITIVE,1,推し の 子 !! ,0.8367
823,NEUTRAL,0,やっと 人気 ランキング 1 位 降りた と 思ったら 次 は 4 位 で 止まる ん か よ ,0.7747
824,NEUTRAL,0,これ 日 プ 女子 の 探索 戦 で モモナココロ が やる の 反則 笑 ,0.8587
825,POSITIVE,0,半年 後 に は 5億 再生 ぐらい いって そう ,0.5513
826,POSITIVE,0,アイ 僕 たち の アクア と ルビー は 大きく なった かい ,0.6457
827,POSITIVE,1,完璧じゃ ない 君 じゃ 許せ ない 自分 を 許せ ない だれ より も 強い 君 以外 は 認め ない って 歌詞 めっちゃ 共感 できる わ 私 が 知って る 中 で の 曲 だ と TOP 3 に 入る くらい 好きな 歌詞 ,0.9625
828,POSITIVE,1,某 番組 の 令和 の アニソン ランキング で 紅 蓮華 を 抑え 堂 1 位 おめでとう ございます ! ,0.9862
829,POSITIVE,1,この 曲 聞く と ノリノリ に なっちゃ う の よ www ,0.9209
830,POSITIVE,1,YOASOBI の アイドル の 歌 が 大好き ❤ ,0.9856
831,NEUTRAL,0,昨日 の アニソン ランキング から 来た 人 おれ 以外 に いる ? ,0.8944
832,POSITIVE,1,この 曲 に ハマり すぎて 覚えて から 勇者 も 聴いて る けど 難しい リズム が 独特で 何 回 か 聴いた くらい だ と 無理 そして ほか の 方 が コメント して る ように 中毒 性 が ある 私 は 曲 を 聴いて 漫画 原作 を 読む と いう 流れ だった けど あれあれ これ は … と いう 気づき が 多 すぎて あっ と なった 時 に 涙 が ぶわっと 溢れた こんな 曲 初めて 凄い ,0.9673
833,POSITIVE,1,令和 アニソンランキング 1 位 おめでとう ございます ,0.9763
834,NEUTRAL,1,アニソン ランキング の 次 は 初耳 学 か ものまね グランプリ でも アイドル 流れた っぽい し 2 日 続けて アニソン 流れる の 珍しい ので は ,0.8142
835,POSITIVE,1,人気 4 位 に なって も アニソン ランキング 1 位 だ し 1 日 90万 回 再生 さ れて る し 本当に 凄い と 思う ,0.9805
836,NEGATIVE,-1,ロリ 神 レクイエム に 抜か れて 2 位 差 を つけ られて どんな 気持ち ,0.9722
837,NEUTRAL,0,"1200 現在 の 再生 数 アイネクライネ 338 , 958 , 367 アイドル 336 , 017 , 640 あと 200万 再生 位 だ ね 向こう も 再生 数 は 上がる と 思う から 300万 再生 位 か ",0.6575
838,POSITIVE,1,曲 聴いて から アニメ みた んだ けど めちゃくちゃ 良くて 泣いた … の が 5 ヶ月 前 の 話 早い な 何 回 聴いて も 飽き ない 神曲 ,0.9861
839,POSITIVE,1,この 歌 は 臨場感 が 凄 すぎて 何 回 でも 聴き たく なる 素晴らしい 曲 です ,0.989
840,POSITIVE,0,ちゃんと 物語 に あって る ,0.7781
841,POSITIVE,1,アニソン 令和 1 位 お めで とう 🎊🎉 ,0.9831
842,NEUTRAL,0,めちゃ 泣ける ,0.7315
843,NEUTRAL,0,4 位 … ,0.5142
844,POSITIVE,0,さぁあ と 404万 だ ,0.4585
845,POSITIVE,0,MV 4 位 に なって しまった かまぁ 再生 数 が 安定 して る から まだまだ 無 問題 だ ! ,0.8294
846,NEGATIVE,0,愛 1 羽 で 死んじゃ って 悲しい 😢😭 ,0.9913
847,NEUTRAL,1,まだ 5 ヶ月 しか 経って ない 3億 超 すご すぎる 👏🏻 · ͜ · 👏🏻 · ͜ · 👏🏻 · ͜ · ,0.5179
848,NEUTRAL,0,アニソン ランキング から ,0.9573
849,POSITIVE,0,週間 ベスト 100 で 粛 聖 ロリ 神 レクエイム ☆ が 2 位 に 来た か 勇者 も 健闘 した が あの 勢い に は 勝て なかった か 世界 で バズッ たら 強い ね テラー ・ スイフト の 上 に ランク して いた から ,0.675
850,POSITIVE,1,会い 大好き 💕 ,0.988
851,NEUTRAL,0,2023 年 でも まだ 見て る 人 ( ) ↓ ↓ ↓ ,0.8391
852,POSITIVE,1,歌って 検索 したら この 歌 出て くる の 最高 😃⤴ ️ ⤴ ️ ,0.9865
853,NEUTRAL,0,2023 年 も 見て る 人 いる ,0.8988
854,POSITIVE,1,YOASOBI の 進化 は 止まら ない 最高だ ,0.9782
855,NEGATIVE,1,やばい 毎日 聞いて る んだ けど ,0.9015
856,NEGATIVE,-1,さすが に 勢い が 落ちた な ,0.8999
857,POSITIVE,0,再生 数 で 1 位 なって 欲しい ,0.9097
858,POSITIVE,0,再生 数 で 1 位 なって 欲しい ,0.9097
859,NEUTRAL,0,日 ,0.8441
860,POSITIVE,1,令和 の アニソン ランキング 1 位 おめでとう ございます 1 位 が 発表 さ れた と きき たーって おもわず 叫び ました ,0.9604
861,POSITIVE,1,人気 順位 キープ してん の すご すぎる ,0.4761
862,NEGATIVE,0,夜 に 駆ける が 年齢 制限 で 見 れ ない んだ けど ,0.6721
863,NEUTRAL,0,いつのまにか 3億 いって る ・ ・ ・ ,0.8526
864,NEUTRAL,1,耳 に 残る 音程 😮 ,0.5542
865,POSITIVE,1,1 話 再 放送 から 帰って き ました やっぱり 良 過ぎる アニソン ランキング 1 位 も おめでとう ございます 👏 ,0.993
866,POSITIVE,1,やっぱり な わかって た けど いざ 1 位 発表 さ れる と 嬉しい ね ,0.9901
867,NEUTRAL,1,yoasbi も 飛んで も 無い 物 を 作って しまった 物 だ 今後 も 頼む ゼヨ ,0.561
868,NEUTRAL,0,給食 で 流れた とき 叫び そうに なった ,0.5692
869,POSITIVE,1,アニソン ランキング 1 位 おめでとう ございます ,0.9811
870,POSITIVE,1,いや ちょっと マジで ハマる 平成 の 音楽 も いい けど 令和 も いい よ びっくり した すげ や ,0.9847
871,NEUTRAL,0,カントク から 来 ました ,0.9339
872,POSITIVE,0,0 : 40 startsmyfavoritepart ! 夜 遊び ,0.8621
873,NEGATIVE,-1,小説 を 歌 に を コンセプト から 押し の 子 の アニメ を コンセプト で アイドル が 世界 的 ヒット から アニメ 本 編 を 観た けれど 絵柄 がま 騙し だ から な の かも だ けど 主人公 の 星野 アイ の 性格 は クソ なう えっ 亡 る 様に 亡 った 自業自得 な 捨 吐 ー 裏ー で 原作 者 の 世界 観 が 二 痛 の 意味 で 生理 敵 に キミガワルイ だけ だった なぁ 👨💫 ( ▽ ; ) ,0.9679
874,POSITIVE,0,本日 の 再生 数 は 1032143 回 です 先週 の 今日 が 1109080 回 な ので 先週 比 は 93 .1 % です 今日 も 100万 🎉あ と もう 一 回 くらい 100万 超え みたいなぁ 本日 放送 さ れた 1万 人 が 選ぶ アニソン ランキング で は 当然の 如く 1 位 でした ね 😂 ,0.9633
875,POSITIVE,1,ついに 人気 MV トップ 100 の 1 位 の 座 から 降りた か … それ でも 3 位 に いる んだ から バケモン だ わ ( ) あと アニソン ランキング 一 位 お めで とう 🎉 ,0.9475
876,NEUTRAL,0,2025 年 も 見て る 人 🙋 ,0.8508
877,POSITIVE,0,アド と いい 勝負 ,0.9742
878,POSITIVE,1,アニソン ランキング 1 位 おめでとう ございます ,0.9811
879,NEUTRAL,0,真 ゲッターレッツゴー ! 陰陽 師 トリコ の せい だ よ なぁ ,0.8417
880,POSITIVE,1,やっぱり この 曲 いつ 聴いて も 飽き ない わぁー ,0.9181
881,NEGATIVE,1,本日 の 勇者 の 再生 数 上回って いる んだ が 新曲 を 上回る って どんな 曲 だ よ …… ,0.8911
882,POSITIVE,1,アイドル は まだまだ 現役 だ ぞ ,0.652
883,POSITIVE,1,天才 的な YOASOBI 様 ♪ ,0.784
884,POSITIVE,1,令和 アニソンランキング 1 位 おめでとう ございます 確かに これ は 深い … ,0.9743
885,POSITIVE,1,紅白 出演 お めで とう 🎉 ,0.9839
886,NEUTRAL,0,自分 の 口 歌って みた ,0.8431
887,POSITIVE,1,令和 アニソン ランキング 1 位 です おめでとう ございます 🎉( 2023 . 10 .7 ) ,0.9744
888,POSITIVE,1,はい 推し の 子 が 大好きです ,0.9754
889,NEUTRAL,1,ほんと 変態 的な スキル w ,0.7633
890,POSITIVE,0,さっき 帰宅 した んだ が テレビ で アニソン ランキング でも やって た ぽ いな ,0.7189
891,POSITIVE,1,アニソン ランキング 1 位 おめでとう これ は 嘘 じゃ ない です ,0.9809
892,POSITIVE,1,令和 の アニソン ランキング 一 位 おめでとう ございます 原作 ・ アニメ は 見て ない けど この 曲 の こと は 好きな 歌い手 さん の 歌って みた で 知り 好きに なり ました ♡ ,0.9919
893,NEGATIVE,1,令和 1 位 ✨ ️ 流 石 と しか 言え ない 🎉 ,0.6245
894,POSITIVE,1,アニソンランキング 令和 部門 1 位 & 外国 人 の 好きな アニソン 3 位 おめでとう ございます 🎉✨ ✨ ,0.9823
895,POSITIVE,1,いつ 聴いて も いい 神曲 ,0.985
896,NEUTRAL,-1,例え が 悪い けど 昭和 みたいに ベルサユ の 薔薇 や マクロス が 同 時間 に 放送 さ れて た 場合 を 考える と 果たして どちら だった の か と か 考えて しまう 1 位 に なった の は ほぼ リアル タイム と 言う の が 大きい んじゃ ない か な 何でも 現役 世代 が 強い の よ ,0.8308
897,POSITIVE,1,アニソンランキング 令和 1 位 おめでとう ございます 🎊 ,0.9809
898,NEUTRAL,0,今日 の アニソン ランキング の 影響 で また 再生 回数 増え そう やな 😏 ,0.773
899,NEUTRAL,1,アイドル って 上手く 言葉 に でき ない けど アイドル と いう 一 つ の 顔 を 演じて いた アイ の 強 さ と 弱 さ を 上手く 表現 して るな って 思う アイドル と して 一見 完璧な アイ の 弱 さ これ が 曲 の 中 に 隠れて るな って わかって くれる 人 いる か な … ,0.7214
900,POSITIVE,1,令和 の アニソン 一 位 お めで とう 🎉🎉 🎉 ,0.9861
901,POSITIVE,1,爆発 力 だけ なら 鬼 滅 は 余裕 で 超えて る から 当然だ な ,0.7874
902,POSITIVE,1,令和 アニソン 1 位 だ ァァァァ ほんと 神 すぎる ! ,0.9886
903,POSITIVE,0,アニソン ランキング 見て また 見 に 来た 人 🤚 ,0.5277
904,POSITIVE,1,テレビ の アニソン ランキング でも 令和 で No .1 で したね ✨ ,0.8395
